system:index,B11_2018,B11_2024,B12_2018,B12_2024,B2_2018,B2_2024,B3_2018,B3_2024,B4_2018,B4_2024,B8_2018,B8_2024,DW_LABEL_2018,DW_LABEL_2024,MNDWI_2018,MNDWI_2024,NDBI_2018,NDBI_2024,NDVI_2018,NDVI_2024,NDWI_2018,NDWI_2024,latitude,longitude,point_id,region,region_id,.geo
1_1_1_1_1_1_2_68_0_1_1_1_1_1_1_2_68_0,0.34,0.26105,0.3267,0.2294,0.0974,0.07795,0.147,0.1209,0.2081,0.17355,0.2876,0.27705,4,4,-0.3963039,-0.36693284,0.083492674,-0.02973425,0.16037926,0.22969374,-0.32351586,-0.392386,26.84493954027834,75.62840020203102,2568.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_69_0_1_1_1_1_1_1_2_69_0,0.2301,0.3158,0.1559,0.2679,0.0408,0.0455,0.073,0.0747,0.0727,0.1152,0.2698,0.2034,4,4,-0.5183108,-0.6174136,-0.07941588,0.2164869,0.57547444,0.27683616,-0.57409567,-0.46278316,27.057480936501015,76.09633263352887,2569.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_70_0_1_1_1_1_1_1_2_70_0,0.2216,0.3677,0.193,0.3514,0.0625,0.1251,0.0878,0.1649,0.091,0.2189,0.226,0.2787,6,6,-0.4324499,-0.38077357,-0.009830206,0.13768564,0.4258675,0.12017685,-0.4404079,-0.2565374,26.932165954366344,75.76314749464893,2570.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_71_0_1_1_1_1_1_1_2_71_0,0.3143,0.2561,0.2256,0.18495,0.0726,0.0475,0.1114,0.06755,0.1666,0.08915,0.2774,0.1919,1,1,-0.47662672,-0.5825738,0.062362682,0.14330357,0.24954955,0.3655933,-0.42695475,-0.4792831,27.032507771602493,76.00748925192946,2571.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_72_0_1_1_1_1_1_1_2_72_0,0.3462,0.3438,0.3089,0.3052,0.0918,0.0812,0.1351,0.123,0.1988,0.1802,0.29725,0.2688,5,5,-0.4386038,-0.4730077,0.07607429,0.12242899,0.1984679,0.19732739,-0.37504336,-0.37212864,26.864073655830083,76.08330706190914,2572.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_73_0_1_1_1_1_1_1_2_73_0,0.3286,0.32685,0.2739,0.27765,0.0808,0.06385,0.111,0.0921,0.1509,0.1278,0.2604,0.2193,5,5,-0.49499545,-0.5603294,0.11578947,0.19692393,0.26622903,0.26361278,-0.4022617,-0.40847784,26.809456086555617,75.91424412543785,2573.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_74_0_1_1_1_1_1_1_2_74_0,0.1901,0.341,0.1157,0.3069,0.0247,0.06165,0.0505,0.09725,0.0311,0.13785,0.3453,0.2465,4,6,-0.5802161,-0.5561894,-0.28987673,0.16085106,0.8347503,0.28268504,-0.7448206,-0.4341818,26.941867759434835,75.67906518405535,2574.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_75_0_1_1_1_1_1_1_2_75_0,0.28925,0.2484,0.21905,0.18,0.0644,0.0435,0.0841,0.0579,0.1234,0.0807,0.2026,0.1704,4,4,-0.5494844,-0.6219393,0.1761716,0.18624642,0.24294479,0.3572282,-0.41332403,-0.49277267,26.97214098450966,76.06704755526657,2575.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_76_0_1_1_1_1_1_1_2_76_0,0.2171,0.27325,0.1589,0.2277,0.065,0.0638,0.0894,0.092,0.1008,0.11475,0.1948,0.1951,6,6,-0.41663948,-0.49623546,0.054139353,0.16686238,0.3179973,0.25931904,-0.37086558,-0.35910833,26.8822196245693,75.81480062348581,2576.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_77_0_1_1_1_1_1_1_2_77_0,0.3942,0.3872,0.3545,0.37505,0.0904,0.1035,0.1402,0.1618,0.2011,0.2317,0.3148,0.3414,6,6,-0.4752994,-0.41056466,0.111988716,0.06286028,0.22039154,0.19141512,-0.38373625,-0.35691574,26.933154101178875,75.67879568947012,2577.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_78_0_1_1_1_1_1_1_2_78_0,0.2489,0.29985,0.2108,0.2586,0.0562,0.07855,0.0772,0.1122,0.0835,0.14675,0.2278,0.268,6,6,-0.5265256,-0.4554059,0.04426264,0.056088757,0.46354,0.29234478,-0.49377048,-0.40978432,26.76220470261093,75.83007198331585,2578.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_79_0_1_1_1_1_1_1_2_79_0,0.3188,0.257,0.2348,0.1892,0.0654,0.04395,0.0905,0.05535,0.1314,0.08005,0.2366,0.18745,1,1,-0.5577816,-0.6455899,0.14800145,0.15648554,0.28586957,0.40149534,-0.4466524,-0.5440692,27.032597603130906,76.00398582232138,2579.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_80_0_1_1_1_1_1_1_2_80_0,0.2464,0.3901,0.1766,0.3733,0.0374,0.0827,0.076,0.1206,0.0711,0.17595,0.3848,0.26205,4,5,-0.52853596,-0.52770704,-0.2192649,0.19635053,0.6880895,0.19657534,-0.6701389,-0.36965895,26.761486050383635,75.65651747042395,2580.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_81_0_1_1_1_1_1_1_2_81_0,0.4278,0.40335,0.404,0.3859,0.0933,0.0821,0.151,0.13385,0.2398,0.20795,0.3256,0.27615,4,5,-0.47823083,-0.50167537,0.13565171,0.18719646,0.15175097,0.14087999,-0.36634493,-0.34707317,26.95183905908856,75.61806957626364,2581.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_82_0_1_1_1_1_1_1_2_82_0,0.4109,0.3877,0.3576,0.3681,0.1078,0.1029,0.1528,0.1445,0.2228,0.2026,0.3176,0.2672,5,6,-0.45786765,-0.45697105,0.12807138,0.18399756,0.1754256,0.13750532,-0.35034013,-0.29803255,26.829039359749423,75.71032655594271,2582.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_83_0_1_1_1_1_1_1_2_83_0,0.2018,0.23985,0.1347,0.17795,0.0536,0.0481,0.0816,0.0788,0.0813,0.08115,0.2752,0.2734,6,6,-0.4241355,-0.5054135,-0.1538784,-0.06536775,0.543899,0.5422366,-0.54260087,-0.55252695,26.764540322349642,75.99769761533254,2583.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_84_0_1_1_1_1_1_1_2_84_0,0.2227,0.21635,0.1569,0.1752,0.0359,0.02955,0.0486,0.0461,0.0617,0.0505,0.1422,0.13925,1,1,-0.641725,-0.648695,0.22060838,0.21681665,0.39480138,0.4677207,-0.49056605,-0.5025627,27.095928830661332,75.9033745105,2584.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_85_0_1_1_1_1_1_1_2_85_0,0.3494,0.3113,0.2802,0.25735,0.0915,0.06955,0.1308,0.09805,0.1996,0.14025,0.3216,0.2486,6,6,-0.455227,-0.5209479,0.0414307,0.11198428,0.23407522,0.27864215,-0.42175066,-0.43429974,26.788705003492456,75.72505892660227,2585.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_86_0_1_1_1_1_1_1_2_86_0,0.26555,0.274,0.20645,0.2247,0.0551,0.0566,0.09075,0.0869,0.11885,0.1199,0.2566,0.2311,1,1,-0.4905978,-0.5184262,0.017140668,0.084933676,0.36689305,0.31680912,-0.47747228,-0.4534591,26.980046159009913,76.02419791621408,2586.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_87_0_1_1_1_1_1_1_2_87_0,0.2742,0.25055,0.2245,0.22375,0.0924,0.092,0.1268,0.1201,0.1701,0.1546,0.2764,0.22595,6,6,-0.36758104,-0.35194927,-0.003995641,0.051626444,0.23807392,0.18749179,-0.37103173,-0.30588067,26.85733629119919,75.66307517199803,2587.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_88_0_1_1_1_1_1_1_2_88_0,0.3072,0.33805,0.25,0.28165,0.088,0.09415,0.1378,0.1443,0.1649,0.18285,0.3111,0.3505,6,6,-0.38067415,-0.40167928,-0.0063076178,-0.018081475,0.30714285,0.31433392,-0.3860548,-0.41673404,26.85616848132983,75.74302523228467,2588.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_89_0_1_1_1_1_1_1_2_89_0,0.2326,0.24535,0.1921,0.1992,0.0987,0.0825,0.1228,0.10425,0.13365,0.11155,0.229,0.2129,1,1,-0.30894765,-0.40360412,0.00779896,0.07081287,0.26292568,0.3123748,-0.30187607,-0.34258237,27.010409215613155,75.739611634205,2589.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_90_0_1_1_1_1_1_1_2_90_0,0.3371,0.38475,0.2784,0.3255,0.0684,0.0774,0.0958,0.1105,0.1298,0.1454,0.2459,0.26585,6,6,-0.55740356,-0.5537607,0.15643224,0.18275438,0.30902317,0.29288754,-0.43927422,-0.41278064,26.932165954366344,76.00623161053169,2590.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_91_0_1_1_1_1_1_1_2_91_0,0.2142,0.2541,0.16195,0.2048,0.0592,0.0594,0.0848,0.0836,0.0974,0.1124,0.26,0.208,6,6,-0.4327759,-0.504886,-0.09658372,0.099761955,0.45495245,0.29837704,-0.50812066,-0.4266118,26.83155464254496,76.06390345177216,2591.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_92_0_1_1_1_1_1_1_2_92_0,0.2476,0.1853,0.16385,0.1179,0.04705,0.0329,0.074,0.0616,0.0458,0.0412,0.48495,0.4697,6,6,-0.539801,-0.50101256,-0.3240052,-0.43419847,0.82741404,0.838716,-0.7352178,-0.76811594,26.757982620775568,76.06004069605044,2592.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_93_0_1_1_1_1_1_1_2_93_0,0.3159,0.31375,0.2424,0.27355,0.0842,0.06035,0.12,0.0817,0.163,0.1122,0.2567,0.2015,5,5,-0.449415,-0.58679986,0.103388056,0.21785541,0.22325471,0.28466687,-0.36288825,-0.4230226,26.77639808410002,75.6854432225726,2593.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_94_0_1_1_1_1_1_1_2_94_0,0.1983,0.2856,0.1226,0.23,0.0352,0.0849,0.0662,0.1254,0.0579,0.1562,0.402,0.28755,1,4,-0.4994329,-0.38978103,-0.33933035,-0.0034022508,0.74820614,0.296,-0.7172149,-0.39266255,27.042209576670984,75.88980994970979,2594.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_95_0_1_1_1_1_1_1_2_95_0,0.4174,0.41025,0.3618,0.35665,0.1062,0.1053,0.1482,0.1524,0.2036,0.2083,0.3245,0.2926,4,5,-0.47595474,-0.4582778,0.12521903,0.16738991,0.22893392,0.16829707,-0.37296382,-0.31505617,27.05307919160883,75.8890912974825,2595.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_96_0_1_1_1_1_1_1_2_96_0,0.2754,0.3337,0.2318,0.28495,0.0805,0.08715,0.1332,0.1437,0.1956,0.21835,0.3585,0.3342,4,4,-0.34801763,-0.3979891,-0.13109323,-7.486151E-4,0.29399025,0.20966429,-0.45820624,-0.39861897,27.07320145397311,75.79692414933183,2596.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_97_0_1_1_1_1_1_1_2_97_0,0.18035,0.1968,0.11615,0.1227,0.0373,0.0345,0.0582,0.066,0.0408,0.051,0.34025,0.3139,4,1,-0.512052,-0.4977169,-0.3071456,-0.22929312,0.7858549,0.7204714,-0.707868,-0.65254015,26.75025710933214,76.07854599090331,2597.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_98_0_1_1_1_1_1_1_2_98_0,0.3525,0.2742,0.3304,0.2789,0.1538,0.1184,0.2014,0.1408,0.2481,0.1602,0.324,0.1806,6,6,-0.27279294,-0.3214458,0.042128604,0.20580475,0.13266912,0.059859157,-0.23334602,-0.12383323,26.986154702941928,75.7763527293255,2598.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_99_0_1_1_1_1_1_1_2_99_0,0.4113,0.3292,0.3302,0.2801,0.1182,0.0646,0.1582,0.087,0.2277,0.1228,0.3198,0.2018,4,5,-0.44442493,-0.58193177,0.12515388,0.23992467,0.16821918,0.24337646,-0.3380753,-0.39750692,26.901263908592632,76.02581488372549,2599.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_100_0_1_1_1_1_1_1_2_100_0,0.3485,0.36245,0.2964,0.3307,0.063,0.0764,0.105,0.1131,0.1278,0.1683,0.3717,0.2357,4,4,-0.536935,-0.5243402,-0.032213274,0.21190336,0.48828828,0.16683169,-0.55947137,-0.35149083,27.05119272951218,75.80078690505354,2600.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_101_0_1_1_1_1_1_1_2_101_0,0.1904,0.2225,0.1736,0.20855,0.0883,0.1104,0.105,0.1313,0.1306,0.14585,0.1603,0.18125,6,6,-0.2890995,-0.25777274,0.08582834,0.10216718,0.10209694,0.10822379,-0.20844327,-0.15981443,26.89380789173444,75.86438762716921,2601.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_102_0_1_1_1_1_1_1_2_102_0,0.1798,0.3509,0.1142,0.2971,0.0341,0.0642,0.0642,0.0928,0.0539,0.1338,0.3716,0.2106,4,4,-0.4737705,-0.5816994,-0.34784186,0.24986643,0.746651,0.22299652,-0.7053694,-0.38826632,27.098803439570514,76.08869695361385,2602.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_103_0_1_1_1_1_1_1_2_103_0,0.2338,0.1972,0.1574,0.1552,0.0614,0.04295,0.0878,0.0535,0.117,0.07255,0.2361,0.1438,1,1,-0.4539801,-0.57319504,-0.0048946585,0.15659824,0.3372982,0.32932746,-0.45785737,-0.45767868,26.867217759324504,75.84785862594141,2603.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_104_0_1_1_1_1_1_1_2_104_0,0.4281,0.20785,0.3892,0.15975,0.0991,0.0523,0.1532,0.0817,0.2385,0.0792,0.3344,0.1739,4,4,-0.47290555,-0.43567604,0.12288525,0.088932544,0.16739397,0.3741604,-0.37161607,-0.3607199,27.03969429387545,75.61357799984305,2604.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_105_0_1_1_1_1_1_1_2_105_0,0.3533,0.38425,0.2865,0.3689,0.0958,0.0996,0.1328,0.151,0.1824,0.2024,0.2853,0.2865,5,4,-0.45361036,-0.43577766,0.10648293,0.14573239,0.22001283,0.17201881,-0.3647453,-0.3097143,26.825086772499297,75.72200465463627,2605.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_106_0_1_1_1_1_1_1_2_106_0,0.2682,0.1446,0.2219,0.0832,0.052,0.0346,0.0955,0.0527,0.0935,0.0387,0.3914,0.3668,4,4,-0.4748419,-0.46578813,-0.18677987,-0.43449354,0.6143535,0.8091245,-0.60772234,-0.7487485,26.81879856551046,76.01476560573082,2606.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_107_0_1_1_1_1_1_1_2_107_0,0.2969,0.3184,0.2614,0.28115,0.1316,0.1577,0.1572,0.1844,0.1896,0.2083,0.2513,0.23795,6,6,-0.30764148,-0.26650757,0.08318132,0.14460322,0.13994104,0.06644258,-0.23035495,-0.12679058,26.881500972342003,75.92313744675063,2607.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_108_0_1_1_1_1_1_1_2_108_0,0.4099,0.35725,0.32915,0.3007,0.0978,0.0669,0.1412,0.09865,0.21305,0.1435,0.3331,0.22715,4,4,-0.48757032,-0.5672296,0.103364736,0.22262149,0.21981141,0.22568461,-0.40459624,-0.39441374,27.026489059198894,75.97982114117858,2608.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_109_0_1_1_1_1_1_1_2_109_0,0.2548,0.21595,0.1817,0.15605,0.0677,0.04855,0.1011,0.0745,0.1076,0.0751,0.3364,0.2922,6,6,-0.4318629,-0.48700294,-0.13802436,-0.15005411,0.5153153,0.59107,-0.53782856,-0.5936733,26.805054341663432,75.73260477498887,2609.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_110_0_1_1_1_1_1_1_2_110_0,0.3591,0.33815,0.2642,0.24185,0.10355,0.0785,0.136,0.1026,0.19475,0.15345,0.33915,0.3181,1,1,-0.45061603,-0.53442997,0.028571429,0.030552382,0.27046263,0.34916764,-0.42754918,-0.5122415,27.02945349963649,75.99015176694594,2610.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_111_0_1_1_1_1_1_1_2_111_0,0.228,0.22865,0.1909,0.1936,0.0838,0.0756,0.103,0.0867,0.1096,0.0956,0.2383,0.19785,6,6,-0.3776435,-0.45013478,-0.022088785,0.072215706,0.3699339,0.34844097,-0.39642543,-0.39061677,26.838920827874738,75.85441632751548,2611.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_112_0_1_1_1_1_1_1_2_112_0,0.1836,0.20665,0.1549,0.16765,0.0478,0.03795,0.0651,0.05515,0.07,0.05955,0.1519,0.1904,6,6,-0.47647768,-0.578686,0.09448584,0.040926836,0.36908516,0.5235047,-0.4,-0.5508043,26.845658192505635,75.79449869806471,2612.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_113_0_1_1_1_1_1_1_2_113_0,0.1667,0.207,0.1026,0.1501,0.0241,0.02805,0.0393,0.0524,0.0261,0.0492,0.3091,0.3192,4,4,-0.6184466,-0.5959908,-0.2992854,-0.21322691,0.8442721,0.732899,-0.77439725,-0.71797633,26.91357082798507,75.70682312633464,2613.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_114_0_1_1_1_1_1_1_2_114_0,0.1613,0.1931,0.0926,0.1277,0.0295,0.0379,0.0511,0.07265,0.0325,0.06255,0.4183,0.4287,4,4,-0.5188324,-0.45324552,-0.44340923,-0.37889996,0.8558119,0.7453435,-0.78227526,-0.7101825,26.86254651984708,75.7094282406586,2614.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_115_0_1_1_1_1_1_1_2_115_0,0.3757,0.21485,0.3344,0.14575,0.0933,0.0572,0.145,0.0976,0.2167,0.1071,0.3005,0.3031,4,4,-0.44305742,-0.37526006,0.1112097,-0.17038324,0.1620263,0.4778157,-0.34904602,-0.5128525,26.9310879760254,75.92924599068265,2615.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_116_0_1_1_1_1_1_1_2_116_0,0.1698,0.16525,0.0965,0.1052,0.0426,0.02945,0.063,0.05405,0.0514,0.0404,0.2973,0.2796,4,4,-0.45876288,-0.5070679,-0.2729608,-0.25705293,0.7051907,0.7475,-0.65029144,-0.6760078,26.76445049082123,75.80455982924686,2616.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_117_0_1_1_1_1_1_1_2_117_0,0.33895,0.4228,0.2905,0.3758,0.07835,0.0869,0.112,0.132,0.1564,0.1984,0.3004,0.2842,6,6,-0.50327086,-0.5241529,0.06029561,0.1960396,0.31523642,0.17778699,-0.456838,-0.36568958,26.89668250064362,76.03767264547587,2617.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_118_0_1_1_1_1_1_1_2_118_0,0.3548,0.29815,0.3359,0.25775,0.0952,0.07,0.1462,0.09735,0.2056,0.13255,0.3208,0.22345,4,4,-0.41636726,-0.50771177,0.050325636,0.1432132,0.21884498,0.2553371,-0.3738758,-0.3930798,26.78942365571975,76.0025485178668,2618.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_119_0_1_1_1_1_1_1_2_119_0,0.1721,0.2008,0.1474,0.17575,0.0784,0.1111,0.1011,0.1273,0.101,0.14905,0.1676,0.2015,6,6,-0.25988287,-0.22401707,0.013246982,-0.001739995,0.24795234,0.14962202,-0.2474879,-0.2256691,26.88787901085925,75.79575633946249,2619.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_120_0_1_1_1_1_1_1_2_120_0,0.4074,0.36165,0.3436,0.32705,0.0966,0.0794,0.1434,0.1126,0.2046,0.15655,0.3296,0.2341,5,6,-0.47930282,-0.525145,0.1055631,0.21409987,0.23399475,0.1985153,-0.3936575,-0.35044706,26.926237073491155,75.64654617077022,2620.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_121_0_1_1_1_1_1_1_2_121_0,0.1225,0.15215,0.0697,0.08245,0.0362,0.03065,0.0538,0.05565,0.0385,0.03415,0.3392,0.4072,4,4,-0.3896767,-0.46438885,-0.4693524,-0.45597568,0.7961345,0.8452475,-0.7262086,-0.75953335,26.835327566738258,75.98745682109359,2621.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_122_0_1_1_1_1_1_1_2_122_0,0.3795,0.35985,0.3256,0.3166,0.1064,0.08045,0.1558,0.1177,0.2232,0.16855,0.3144,0.24415,4,4,-0.4178965,-0.5070673,0.093817554,0.19155629,0.16964285,0.18318391,-0.33730328,-0.3494542,27.05083340339853,75.79988858976942,2622.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_123_0_1_1_1_1_1_1_2_123_0,0.3307,0.29725,0.279,0.2699,0.103,0.1244,0.1356,0.1555,0.1947,0.18885,0.2788,0.23765,6,6,-0.41840017,-0.3130867,0.08515176,0.111422695,0.17761351,0.1144197,-0.34555984,-0.20895332,26.868116074608622,75.93409689321689,2623.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_124_0_1_1_1_1_1_1_2_124_0,0.34635,0.3485,0.2933,0.2897,0.1017,0.0958,0.1345,0.1276,0.1936,0.1768,0.265,0.2412,4,4,-0.440574,-0.46397814,0.13306616,0.18195693,0.15569124,0.15406698,-0.3266583,-0.30802602,27.00744477517556,76.03479803656668,2624.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_125_0_1_1_1_1_1_1_2_125_0,0.1823,0.212,0.1593,0.1853,0.0781,0.08765,0.0866,0.1128,0.1058,0.12975,0.1322,0.15605,6,6,-0.3558944,-0.30541873,0.15930048,0.15201738,0.11092437,0.0920224,-0.2084095,-0.16087037,26.964954462236705,75.78847998566111,2625.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_126_0_1_1_1_1_1_1_2_126_0,0.334,0.32745,0.3031,0.2949,0.0874,0.0768,0.118,0.1085,0.1595,0.1442,0.2808,0.23795,5,6,-0.4778761,-0.5022365,0.086532205,0.158295,0.27549398,0.24532251,-0.40822467,-0.373647,26.82571559319818,75.6486122959237,2626.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_127_0_1_1_1_1_1_1_2_127_0,0.24255,0.2373,0.1835,0.1726,0.0451,0.02025,0.08765,0.0444,0.09995,0.0325,0.3307,0.37055,6,6,-0.46910962,-0.68477106,-0.15377235,-0.21921527,0.5358179,0.8387297,-0.58097285,-0.7859983,27.010858373255214,75.80087673658196,2627.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_128_0_1_1_1_1_1_1_2_128_0,0.3688,0.3279,0.3082,0.29325,0.0958,0.0711,0.14,0.1139,0.205,0.15935,0.295,0.26345,5,4,-0.44968554,-0.48438206,0.11117806,0.10898791,0.18,0.2462157,-0.35632184,-0.3963164,26.916984426064722,75.92457475120521,2628.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_129_0_1_1_1_1_1_1_2_129_0,0.3453,0.38725,0.2992,0.36885,0.0658,0.0847,0.093,0.1344,0.1332,0.1875,0.2318,0.27215,5,5,-0.5756331,-0.48471197,0.19667302,0.17455262,0.27013698,0.18416186,-0.4273399,-0.33882672,26.793376242969877,75.60773895049627,2629.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_130_0_1_1_1_1_1_1_2_130_0,0.1182,0.1678,0.095,0.1546,0.05,0.0678,0.0665,0.09035,0.0682,0.10045,0.0822,0.11175,7,7,-0.27991337,-0.30001938,0.17964073,0.2005008,0.0930851,0.05325165,-0.10558171,-0.10588817,27.03367558147185,75.77895784364945,2630.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_131_0_1_1_1_1_1_1_2_131_0,0.3119,0.30915,0.2435,0.27255,0.0813,0.07035,0.1164,0.10005,0.1631,0.1364,0.277,0.2268,6,4,-0.45645577,-0.51099706,0.059263032,0.1536524,0.25880483,0.24889868,-0.40823588,-0.38779256,27.049485930472354,75.90777625539218,2631.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_132_0_1_1_1_1_1_1_2_132_0,0.3158,0.2547,0.2307,0.1804,0.06785,0.0568,0.0907,0.0732,0.1392,0.0988,0.2643,0.1922,1,5,-0.5537515,-0.5535224,0.088777795,0.13985232,0.31003717,0.3209622,-0.4890141,-0.4483798,26.94851529253732,76.05806440242537,2632.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_133_0_1_1_1_1_1_1_2_133_0,0.3211,0.3176,0.2871,0.28635,0.1158,0.1153,0.1526,0.1651,0.2043,0.2047,0.3002,0.293,6,6,-0.35571036,-0.31593123,0.033639144,0.04028824,0.1900892,0.17741612,-0.32597172,-0.27919668,26.8942570493765,75.91900519644368,2633.0,Jaipur,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
